Program,Task Code,Task Name,Task Type,Contract,Parent WBS,Current Planned Start,Current Planned Completed,Current Planned Duration (Days),Actual Start,Actual Completed,Actual Duration (Days),Delay (Days),Overrun (Days),Overrun (%),Current Early Start,Current Early End,Current Late Start,Current Late End,Predecessors,Successors
824_As-built-final,8240AD60020,"Period of Access to Work Area 3.8A",TT_LOE,,"Area 3.8A",15-Dec-2010,10-May-2015,1607,15-Dec-2010,,,0,,,31-Jan-2017,31-Jan-2017,15-Dec-2010,10-May-2015,1,1
824_As-built-final,8240AD60030,"Return Date Work Area 3.8A",TT_FinMile,,"Area 3.8A",31-Jan-2017,31-Jan-2017,0,,,,0,,,31-Jan-2017,31-Jan-2017,10-May-2015,10-May-2015,1,1
824_As-built-final,8240AD60310,"Possession to Work Area 3.10",TT_Task,,"Area 3.10",16-Aug-2010,17-Aug-2010,1,16-Aug-2010,17-Aug-2010,1,0,0,0.00,,,,,1,1
824_As-built-final,8240AD60320,"Period of Access to Work Area 3.10",TT_LOE,,"Area 3.10",17-Aug-2010,10-May-2015,1727,17-Aug-2010,31-Aug-2015,1840,0,113,6.54,,,,,1,1
824_As-built-final,8240AD60330,"Return Date Work Area 3.10",TT_FinMile,,"Area 3.10",31-Aug-2015,31-Aug-2015,0,31-Aug-2015,31-Aug-2015,,0,,,,,,,1,1
824_As-built-final,8240AD70300,"Possession to Work Area 3.5",TT_Task,,"Area 3.5",16-Aug-2010,17-Aug-2010,1,16-Aug-2010,17-Aug-2010,1,0,0,0.00,,,,,1,1
824_As-built-final,8240AD70310,"Period of Access to Work Area 3.5",TT_LOE,,"Area 3.5",17-Aug-2010,10-May-2015,1727,17-Aug-2010,,,0,,,31-Jan-2017,31-Jan-2017,17-Aug-2010,10-May-2015,1,1
824_As-built-final,8240AD70320,"Return Date Work Area 3.5",TT_FinMile,,"Area 3.5",31-Jan-2017,31-Jan-2017,0,,,,0,,,31-Jan-2017,31-Jan-2017,10-May-2015,10-May-2015,1,1
824_As-built-final,8240AD70330,"Possession to Work Area 3.6",TT_Task,,"Area 3.6",16-Aug-2010,17-Aug-2010,1,16-Aug-2010,17-Aug-2010,1,0,0,0.00,,,,,1,3
824_As-built-final,8240AD70340,"Period of Access to Work Area 3.6",TT_LOE,,"Area 3.6",17-Aug-2010,10-May-2015,1727,17-Aug-2010,31-Dec-2016,2328,0,601,34.80,,,,,1,1
824_As-built-final,8240AD70350,"Return Date Work Area 3.6 - Return Date actually 30Aug15",TT_FinMile,,"Area 3.6",31-Dec-2016,31-Dec-2016,0,31-Dec-2016,31-Dec-2016,,0,,,,,,,1,1
824_As-built-final,8240AD70630,"Possession to Work Area 3.9",TT_Task,,"Area 3.9",16-Aug-2010,17-Aug-2010,1,16-Aug-2010,17-Aug-2010,1,0,0,0.00,,,,,1,2
824_As-built-final,8240AD70640,"Period of Access to Work Area 3.9",TT_LOE,,"Area 3.9",17-Aug-2010,10-May-2015,1727,17-Aug-2010,31-Aug-2015,1840,0,113,6.54,,,,,1,1
824_As-built-final,8240AD70650,"Return Date Work Area 3.9",TT_FinMile,,"Area 3.9",31-Aug-2015,31-Aug-2015,0,31-Aug-2015,31-Aug-2015,,0,,,,,,,1,2
824_As-built-final,8240AD70240,"Possession to Work Area 3.5A",TT_Task,,"Area 3.5A",16-Aug-2010,17-Aug-2010,1,16-Aug-2010,17-Aug-2010,1,0,0,0.00,,,,,1,3
824_As-built-final,8240AD70250,"Period of Access to Work Area 3.5A",TT_LOE,,"Area 3.5A",17-Aug-2010,10-May-2015,1727,17-Aug-2010,,,0,,,31-Jan-2017,31-Jan-2017,17-Aug-2010,10-May-2015,1,1
824_As-built-final,8240AD70260,"Return Date Work Area 3.5A",TT_FinMile,,"Area 3.5A",31-Jan-2017,31-Jan-2017,0,,,,0,,,31-Jan-2017,31-Jan-2017,10-May-2015,10-May-2015,1,1
824_As-built-final,8240AD70210,"Possession to Work Area 3.4B",TT_Mile,,"Area 3.4B",16-Jan-2011,16-Jan-2011,0,30-Dec-2010,30-Dec-2010,,-17,,,,,,,0,2
824_As-built-final,8240AD70220,"Period of Access to Work Area 3.4B",TT_LOE,,"Area 3.4B",16-Jan-2011,10-May-2015,1575,30-Dec-2010,,,-17,,,31-Jan-2017,31-Jan-2017,30-Dec-2010,10-May-2015,1,1
824_As-built-final,8240AD70230,"Return Date Work Area 3.4B",TT_FinMile,,"Area 3.4B",31-Jan-2017,31-Jan-2017,0,,,,0,,,31-Jan-2017,31-Jan-2017,10-May-2015,10-May-2015,1,1
824_As-built-final,8240AD60040,"Possession to Work Area 3.8B (1st Stage)",TT_Mile,,"Area 3.8B",15-Dec-2010,15-Dec-2010,0,15-Dec-2010,15-Dec-2010,,0,,,,,,,0,1
824_As-built-final,8240AD60050,"Period of Access to Work Area 3.8B (1st Stage)",TT_LOE,,"Area 3.8B",15-Dec-2010,30-Jun-2013,928,15-Dec-2010,,,0,,,31-Jan-2017,31-Jan-2017,15-Dec-2010,30-Jun-2013,1,1
824_As-built-final,8240AD60060,"Return Date Work Area 3.8B (1st Stage)",TT_FinMile,,"Area 3.8B",31-Jan-2017,31-Jan-2017,0,,,,0,,,31-Jan-2017,31-Jan-2017,30-Jun-2013,30-Jun-2013,1,0
824_As-built-final,8240AD60070,"Re-Possession to Work Area 3.8B (2nd Stage)",TT_Mile,,"Area 3.8B",31-Jan-2017,31-Jan-2017,0,,,,0,,,31-Jan-2017,31-Jan-2017,01-Sep-2014,01-Sep-2014,0,1
