Program,Task Code,Task Name,Task Type,Contract,Parent WBS,Current Planned Start,Current Planned Completed,Current Planned Duration (Days),Actual Start,Actual Completed,Actual Duration (Days),Delay (Days),Overrun (Days),Overrun (%),Current Early Start,Current Early End,Current Late Start,Current Late End,Predecessors,Successors
820_As-built,8200DSA225,"Preparation & Submission of M.S for Drilling",TT_Task,,"Contamination",21-Feb-2011,01-Mar-2011,8,15-Jun-2010,24-Jun-2010,9,-251,1,12.50,,,,,1,1
820_As-built,8200DSA235,"Drilling & Sampling",TT_Task,,"Contamination",07-Mar-2011,25-Mar-2011,18,05-Jul-2010,26-Jul-2010,21,-245,3,16.67,,,,,1,2
820_As-built,8200DSA280,"Approved CAR & RAP Report Handover to 811B & 821",TT_FinMile,,"Contamination",11-May-2011,11-May-2011,0,13-Oct-2010,13-Oct-2010,,-210,,,,,,,1,0
820_As-built,8200DSA238,"Sampling Analysis",TT_Task,,"Contamination",18-Mar-2011,13-Apr-2011,26,15-Jul-2010,09-Aug-2010,25,-246,-1,-3.85,,,,,1,2
820_As-built,8200C0A370,"Treatment Tanks Erection",TT_Task,,"Slurry Treatment Plant",30-Jun-2011,10-Sep-2011,72,20-Jun-2011,01-Sep-2011,73,-10,1,1.39,,,,,1,3
820_As-built,8200C0A360,"Begininning of Material Delivery for Slurry Treatment Plants",TT_Mile,,"Slurry Treatment Plant",30-Jun-2011,30-Jun-2011,0,20-Jun-2011,20-Jun-2011,,-10,,,,,,,1,1
820_As-built,8200C0A390,"Filter Press",TT_Task,,"Slurry Treatment Plant",16-Jan-2012,29-Feb-2012,44,02-Sep-2011,20-Oct-2011,48,-136,4,9.09,,,,,1,1
820_As-built,8200C0A410,"STP2 Construciton",TT_Task,,"Slurry Treatment Plant",16-Jan-2012,09-Feb-2012,24,14-Sep-2011,08-Oct-2011,24,-124,0,0.00,,,,,1,1
820_As-built,8200C0A430,"Water Commissioning of STP2",TT_Task,,"Slurry Treatment Plant",16-Jan-2012,20-Jan-2012,4,04-Jan-2012,09-Jan-2012,5,-12,1,25.00,,,,,1,1
820_As-built,8200C0A500,"Dismantle Slurry Treatment Plant and Equipments (after South U/T TBM (S630-1) Backup removal)",TT_Task,,"Slurry Treatment Plant",15-Oct-2014,19-Jan-2015,96,15-Oct-2014,30-Dec-2014,76,0,-20,-20.83,,,,,1,2
820_As-built,8200C0A510,"Re-instatement",TT_Task,,"Slurry Treatment Plant",02-Jan-2015,02-Mar-2015,59,02-Jan-2015,28-Feb-2015,57,0,-2,-3.39,,,,,1,5
820_As-built,8200C0A420,"Water Commissioning of STP1",TT_Task,,"Slurry Treatment Plant",16-Jan-2012,20-Jan-2012,4,01-Nov-2011,05-Nov-2011,4,-76,0,0.00,,,,,1,1
820_As-built,8200C0A380,"Silos Erection",TT_Task,,"Slurry Treatment Plant",16-Jan-2012,27-Jan-2012,11,02-Sep-2011,13-Sep-2011,11,-136,0,0.00,,,,,1,1
820_As-built,8200C0A400,"Slurry Treatment Plant (STP1) Construction",TT_Task,,"Slurry Treatment Plant",31-Aug-2011,13-Oct-2011,43,02-Aug-2011,13-Sep-2011,42,-29,-1,-2.33,,,,,1,2
820_As-built,8200DSA110,"Barging Point Design Preparation",TT_Task,,"General",08-Jan-2011,23-Jul-2011,196,12-May-2010,23-Nov-2010,195,-241,-1,-0.51,,,,,1,1
820_As-built,8200DSA120,"Barging Point Design Comment and Approval by MTR",TT_Task,,"General",05-Mar-2011,02-Apr-2011,28,24-Nov-2010,22-Dec-2010,28,-101,0,0.00,,,,,1,1
820_As-built,8200C0A310,"Storage Treatment Plant Setup",TT_Task,,"Storage Treatment Plant",21-May-2012,01-Sep-2012,103,17-Oct-2011,31-Jan-2012,106,-217,3,2.91,,,,,2,1
820_As-built,8200C0A230,"Works Area 11.29E",TT_Mile,,"Construction",08-Jan-2011,08-Jan-2011,0,15-May-2010,15-May-2010,,-238,,,,,,,1,2
820_As-built,8200C0A240,"Works Area 11.29F",TT_Mile,,"Construction",08-Jan-2011,08-Jan-2011,0,15-May-2010,15-May-2010,,-238,,,,,,,1,2
820_As-built,8200C0A250,"Site Mobilization",TT_Task,,"Construction",08-Jan-2011,28-Jan-2011,20,26-May-2010,17-Jun-2010,22,-227,2,10.00,,,,,5,1
820_As-built,8200C0A260,"Hydographic/Condition Survey",TT_Task,,"Construction",29-Jan-2011,26-Mar-2011,56,19-Jun-2010,14-Aug-2010,56,-224,0,0.00,,,,,5,1
820_As-built,8200C0A270,"Site Clearance",TT_Task,,"Construction",11-Jun-2011,11-Jul-2011,30,30-Sep-2010,28-Oct-2010,28,-254,-2,-6.67,,,,,2,1
820_As-built,8200C0A290,"Site Formation fro Barging Point",TT_Task,,"Construction",22-Jun-2011,11-Jul-2011,19,11-Oct-2010,28-Oct-2010,17,-254,-2,-10.53,,,,,2,0
820_As-built,8200C0A320,"Construction of Loading Ramps and Associated Facilities",TT_Task,,"Construction",28-Feb-2011,29-Jul-2011,151,10-Jan-2011,09-Jun-2011,150,-49,-1,-0.66,,,,,0,0
820_As-built,8200C0A210,"Works Area 11.29A",TT_Mile,,"Construction",08-Jan-2011,08-Jan-2011,0,15-May-2010,15-May-2010,,-238,,,,,,,1,2
820_As-built,8200C0A220,"Works Area 11.29D",TT_Mile,,"Construction",08-Jan-2011,08-Jan-2011,0,15-May-2010,15-May-2010,,-238,,,,,,,1,2
820_As-built,8200GSA060,"Submission Environment Management Plan",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,31-May-2010,31-May-2010,,-222,,,,,,,1,1
820_As-built,8200GSA070,"Submission of Quality Plan",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,31-May-2010,31-May-2010,,-222,,,,,,,1,1
820_As-built,8200GSA080,"Submission of Sub-contract Management Plan",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,02-Jun-2010,02-Jun-2010,,-220,,,,,,,1,0
820_As-built,8200GSA090,"Submission of Supply Survey Equipment Listed in App. A1",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,11-Jun-2010,11-Jun-2010,,-211,,,,,,,1,0
820_As-built,8200GSA120,"Apply a Billing Account in EPD for Disposal of Construction Waste",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,02-Jun-2010,02-Jun-2010,,-220,,,,,,,1,0
820_As-built,8200GSA130,"Submission of Monitoring Emergency Response Plan(impact on Ecological & Fishers Resources)",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,26-Jun-2010,26-Jun-2010,,-196,,,,,,,1,0
820_As-built,8200GSA140,"Submission of Bond in form of App.B",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,02-Jun-2010,02-Jun-2010,,-220,,,,,,,1,0
820_As-built,8200GSA150,"Submission of Guarantee in Form of App.C",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,02-Jun-2010,02-Jun-2010,,-220,,,,,,,1,0
820_As-built,8200GSA160,"Submission of Guarantee in Form of App.D",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,02-Jun-2010,02-Jun-2010,,-220,,,,,,,1,0
820_As-built,8200GSA170,"Submission of Preliminary Master Programme",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,02-Jul-2010,02-Jul-2010,,30,,,,,,,1,0
820_As-built,8200GSA180,"Submission of Time Chainage Programme",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,02-Jul-2010,02-Jul-2010,,30,,,,,,,1,0
820_As-built,8200GSA190,"Confirmation for Conveyor System from Nam CheongShaft to Nam Cheong Barging Pt.",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,11-Jul-2010,11-Jul-2010,,39,,,,,,,1,0
820_As-built,8200GSA200,"Submission of Survey Control Network",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,02-Jul-2010,02-Jul-2010,,30,,,,,,,1,0
820_As-built,8200GSA210,"Submission for Approval Survey Control",TT_FinMile,,"General",11-Jul-2010,11-Jul-2010,0,11-Jul-2010,11-Jul-2010,,0,,,,,,,1,0
820_As-built,8200GSA230,"Submission of Proposal for Repositioning of Traffic Signals & Control",TT_FinMile,,"General",07-Jul-2010,07-Jul-2010,0,07-Jul-2010,07-Jul-2010,,0,,,,,,,1,0
820_As-built,8200GSA240,"Submission of Schedule of Utility Services Arrangement",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,26-Jul-2010,26-Jul-2010,,54,,,,,,,1,0
820_As-built,8200GSA250,"Submission DIA to DSD for Approval",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,02-Jul-2010,02-Jul-2010,,30,,,,,,,0,0
820_As-built,8200GSA260,"Submission of Health & Safety Plan",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,11-Jul-2010,11-Jul-2010,,39,,,,,,,1,1
820_As-built,8200MSA270,"Completion of Initial Site Survey Submission",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,03-Nov-2010,03-Nov-2010,,154,,,,,,,1,1
820_As-built,8200MSA280,"Submit Initial Site Survey Report to Engineer",TT_FinMile,,"General",02-Jun-2010,02-Jun-2010,0,03-Nov-2010,03-Nov-2010,,154,,,,,,,1,0
820_As-built,8200MSA290,"Review Tree Removal Application & Confirmation to Engineer",TT_FinMile,,"General",25-May-2010,25-May-2010,0,25-May-2010,25-May-2010,,0,,,,,,,1,0
820_As-built,8200MSA300,"Submit Full Details of TBMs to Engineer",TT_FinMile,,"General",15-Jan-2012,15-Jan-2012,0,12-Aug-2010,12-Aug-2010,,-521,,,,,,,1,0
820_As-built,8200MSA310,"MS/TTm proposal & Risk Register for Conveyor System at Barging Point",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,10-Jul-2010,10-Jul-2010,,-182,,,,,,,1,0
820_As-built,8200MSA320,"Submit Survey Method Statement for Tunnelling Works",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,12-Jul-2010,12-Jul-2010,,-180,,,,,,,1,0
820_As-built,8200MSA330,"Submit Managem't & Operat'n Plan of Barging Facility",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,16-Nov-2010,16-Nov-2010,,-53,,,,,,,1,0
820_As-built,8200MSA340,"TTM Schemes Submission for Engineer Review & SLG Approval",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,12-Jul-2010,12-Jul-2010,,-180,,,,,,,1,0
820_As-built,8200MSA350,"RemediationActionPlan forAreas11.29A to11.29-EPD",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,06-Sep-2010,06-Sep-2010,,-124,,,,,,,1,0
820_As-built,8200MSA360,"Condition Survey Submission for EBS",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,10-Jun-2010,10-Jun-2010,,-263,,,,,,,1,0
820_As-built,8200MSA370,"All Instrumentation Installation",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,10-Jul-2010,10-Jul-2010,,-233,,,,,,,1,0
820_As-built,8200MSA380,"Tree Protection Plan",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,02-Oct-2010,02-Oct-2010,,-149,,,,,,,0,0
820_As-built,8200MSA390,"Site Supervision Plan",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,13-Jul-2010,13-Jul-2010,,-230,,,,,,,0,0
820_As-built,8200MSA400,"Emergency Action Plan/Crisis Management Plan",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,18-Jun-2010,18-Jun-2010,,-255,,,,,,,0,0
820_As-built,8200MSA410,"Soil Disposal Management Plan",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,22-Jul-2010,22-Jul-2010,,-221,,,,,,,0,0
820_As-built,8200MSA420,"Segmental Lining Design Submission",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,11-Jan-2011,11-Jan-2011,,-48,,,,,,,0,0
820_As-built,8200MSA430,"Method Statement for Geotechnical Instrumentation Installation",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,22-Jul-2010,22-Jul-2010,,-221,,,,,,,0,0
820_As-built,8200MSA440,"Method Statement for Hoarding Erection",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,18-Jun-2010,18-Jun-2010,,-255,,,,,,,0,0
820_As-built,8200MSA450,"Emergency Response Plan to Groundwater Drawdown & Noise/Vibration",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,16-Sep-2010,16-Sep-2010,,-165,,,,,,,0,0
820_As-built,8200GSA010,"Submission of Three Month Rolling Programme",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,17-May-2010,17-May-2010,,-236,,,,,,,1,0
820_As-built,8200GSA020,"Submission of Preliminary Design Programme",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,17-May-2010,17-May-2010,,-236,,,,,,,1,0
820_As-built,8200GSA030,"Submission of Contractor Submission Schedule",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,31-May-2010,31-May-2010,,-222,,,,,,,1,0
820_As-built,8200GSA040,"Submission of Schedule of Design",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,17-May-2010,17-May-2010,,-236,,,,,,,1,0
820_As-built,8200MSA11,"Confirmation of Satisfy Implement Specified Plan",TT_FinMile,,"General",24-Nov-2013,24-Nov-2013,0,24-Nov-2013,24-Nov-2013,,0,,,,,,,1,0
820_As-built,8200MSA12,"Deg.1 Complete Entire Length Tunnel - Both Tracks",TT_FinMile,,"General",31-Mar-2015,31-Mar-2015,0,31-Mar-2015,31-Mar-2015,,0,,,,,,,3,0
820_As-built,8200MSA13,"Approval of Draft O&M Manuals & As-built Drawing",TT_FinMile,,"General",25-Mar-2015,25-Mar-2015,0,25-Mar-2015,25-Mar-2015,,0,,,,,,,12,0
820_As-built,8200MSA14,"Approval of O&M Manuals & As-built Drawings",TT_FinMile,,"General",26-Jun-2015,26-Jun-2015,0,,,,0,,,31-May-2015,31-May-2015,10-May-2015,10-May-2015,14,0
820_As-built,8200MSA01,"Approval of Contractor's Submissions",TT_FinMile,,"General",08-Jan-2011,08-Jan-2011,0,15-Aug-2010,15-Aug-2010,,-146,,,,,,,0,0
820_As-built,8200MSA02,"Submit Contamination Assessment Report & RAP",TT_FinMile,,"General",13-Apr-2011,13-Apr-2011,0,26-Sep-2010,26-Sep-2010,,-199,,,,,,,1,0
820_As-built,8200MSA03,"Complete Engineer's Office+Satisfy Implem. Plans",TT_FinMile,,"General",17-Apr-2011,17-Apr-2011,0,28-Nov-2010,28-Nov-2010,,-140,,,,,,,5,0
820_As-built,8200MSA04,"Implem. Specified Plan&Programming Management System",TT_FinMile,,"General",31-May-2011,31-May-2011,0,29-May-2011,29-May-2011,,-2,,,,,,,1,0
820_As-built,8200MSA05,"Approval of Interface Specification&Specify Plan",TT_FinMile,,"General",15-Jan-2012,15-Jan-2012,0,25-Sep-2011,25-Sep-2011,,-112,,,,,,,1,0
820_As-built,8200MSA06,"1st TBM - Complete Assembly, T&C & Start D/T Drive",TT_FinMile,,"General",20-Jan-2012,20-Jan-2012,0,04-Feb-2012,04-Feb-2012,,15,,,,,,,1,0
820_As-built,8200MSA07,"Implem. Specified Plan&Programming Managem't System",TT_FinMile,,"General",27-May-2012,27-May-2012,0,27-May-2012,27-May-2012,,0,,,,,,,1,0
820_As-built,8200MSA09,"TBM - Complete Assembly, T&C & Start U/T Drive",TT_FinMile,,"General",29-Mar-2013,29-Mar-2013,0,29-Mar-2013,29-Mar-2013,,0,,,,,,,1,0
820_As-built,8200MSA08,"Confirmation of Satisfactory Implementation of Specified Plan",TT_FinMile,,"General",30-Nov-2012,30-Nov-2012,0,25-Nov-2012,25-Nov-2012,,-5,,,,,,,1,0
820_As-built,8200MSA10,"Confirmation of Satisfy Implement Specified Plan & Programming Mgmt. System",TT_FinMile,,"General",26-May-2013,26-May-2013,0,26-May-2013,26-May-2013,,0,,,,,,,1,0
820_As-built,8200PD3010,"Access Central Opening within Launching Shaft",TT_Task,,"Temporary Access Opening for Designated Contractors",26-Aug-2013,04-Jan-2015,496,19-Aug-2013,30-Mar-2015,588,-7,92,18.55,,,,,1,1
820_As-built,8200PD2010,"Complete all External Water works within the Site and Connect to Governemnt Water Mains",TT_FinMile,,"Works Required for Statutory Inspection",24-Jul-2015,24-Jul-2015,0,,,,0,,,24-Jul-2015,24-Jul-2015,31-May-2016,31-May-2016,1,0
820_As-built,8200PD2020,"Complete all External Telephone Drawpits and Ducts within the Site",TT_FinMile,,"Works Required for Statutory Inspection",24-Jul-2015,24-Jul-2015,0,,,,0,,,24-Jul-2015,24-Jul-2015,28-Dec-2014,28-Dec-2014,1,0
820_As-built,8200PD8010,"Engineer's Office Completion with Furniture",TT_FinMile,,"General",17-Apr-2011,17-Apr-2011,0,28-Nov-2010,28-Nov-2010,,-140,,,,,,,1,0
820_As-built,8200PD4040,"Area 3 - 1st cast for Walkway, External wall and Internal wall",TT_Task,,"Area 3 - South Opening, South U/T",01-Sep-2014,21-Dec-2014,111,01-Sep-2014,30-Jan-2015,151,0,40,36.04,,,,,0,1
820_As-built,8200PD4070,"Area 3 - 2nd cast for Above-Track Roof Slab",TT_Task,,"Area 3 - South Opening, South U/T",15-Nov-2014,19-Dec-2014,34,15-Nov-2014,30-Mar-2015,135,0,101,297.06,,,,,0,1
820_As-built,8200PD4060,"Area 4C - Close remaining Above-Track Roof Slab & RC duct btw Dkb137+850 to 137+885",TT_Task,,"Area 4C - Central Opening and Access for 830 Works Train",29-Dec-2014,19-Apr-2015,111,29-Dec-2014,30-Mar-2015,91,0,-20,-18.02,,,,,1,1
820_As-built,8200PD4080,"Site 6 - Access to works area under 30T gantry to be given to 830",TT_Mile,,"Site 6 - Surafce Works Area under 30T Gantry Crane at Central Opening",31-May-2015,31-May-2015,0,,,,0,,,31-May-2015,31-May-2015,05-Feb-2014,05-Feb-2014,0,0
820_As-built,8200PD4010,"Area 1 - Walkway, Side Walls and Above-Track Roof Slab",TT_Task,,"Area 1 - South Opening, South D/T",01-Dec-2013,18-May-2014,168,01-Dec-2013,17-May-2014,167,0,-1,-0.60,,,,,0,1
820_As-built,8200PD4020,"Area 2 - 1st cast for Walkway and External wall (Dkb137+850 to 137+885)",TT_Task,,"Area 2 - Central Opening, South D/T",19-May-2014,15-Jun-2014,27,19-May-2014,15-Jun-2014,27,0,0,0.00,,,,,0,1
820_As-built,8200PD4050,"Area 4A - Walkway and External wall (Dkb137+850 to 137+885)",TT_Task,,"Area 4A - Central Opening, South U/T",29-Dec-2014,25-Jan-2015,27,29-Dec-2014,30-Jan-2015,32,0,5,18.52,,,,,0,1
820_As-built,8200PD4030,"Area 4B - 2nd cast for Internal walls and Central portion of Above-Track Roof Slab with falsework",TT_Task,,"Area 4B - Central Opening",29-Dec-2014,08-Feb-2015,41,29-Dec-2014,30-Jan-2015,32,0,-9,-21.95,,,,,0,1
820_As-built,8200PD6005,"Completion D-Wall of TBM Retrieval Shaft at Hoi Ting Rd. by 811A",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,23-Jan-2011,23-Jan-2011,,-36,,,,,,,0,0
820_As-built,8200PD6010,"Earliest Access Date - Ground Level of  Works Area 12.2",TT_Mile,,"General",28-Feb-2011,28-Feb-2011,0,02-Feb-2011,02-Feb-2011,,-26,,,,,,,0,2
820_As-built,8200PD6030,"Ground Treatment Completion by 820",TT_FinMile,,"General",19-Jun-2011,19-Jun-2011,0,18-Jun-2011,18-Jun-2011,,-1,,,,,,,1,0
820_As-built,8200PD1010,"Permanent LV Power On",TT_FinMile,,"Schedule of Power On Dates",05-Feb-2015,05-Feb-2015,0,05-Feb-2015,05-Feb-2015,,0,,,,,,,0,0
820_As-built,8200PD7010,"D/T Remove Obstructions Below Nam Cheong Property Development (by XRL 802)",TT_FinMile,,"General",30-Apr-2012,30-Apr-2012,0,30-Apr-2012,30-Apr-2012,,0,,,,,,,0,1
820_As-built,8200PD7020,"Remove Obstructions Below CLP Equipment Building (by XRL 805)",TT_FinMile,,"General",15-Jan-2012,15-Jan-2012,0,13-Nov-2011,13-Nov-2011,,-63,,,,,,,0,6
820_As-built,8200PD7015,"U/T Remove Obstructions Below Nam Cheong Property Development (by XRL 802)",TT_FinMile,,"General",30-Apr-2013,30-Apr-2013,0,30-Apr-2013,30-Apr-2013,,0,,,,,,,0,1
820_As-built,8200MSE02b,"Complete 100% Diaphragm Wall",TT_FinMile,,"General",19-Jun-2011,19-Jun-2011,0,27-Mar-2011,27-Mar-2011,,-84,,,,,,,3,0
820_As-built,8200MSE03,"Complete 45% of Excavation",TT_FinMile,,"General",31-Aug-2011,31-Aug-2011,0,04-Jul-2011,04-Jul-2011,,-58,,,,,,,3,0
820_As-built,8200MSE04,"Complete Excavation",TT_FinMile,,"General",15-Jan-2012,15-Jan-2012,0,02-Dec-2011,02-Dec-2011,,-44,,,,,,,4,0
820_As-built,8200MSE05,"Complete 70% Nam Cheong Vent. Building Structure",TT_FinMile,,"General",14-Sep-2013,14-Sep-2013,0,14-Sep-2013,14-Sep-2013,,0,,,,,,,1,0
820_As-built,8200MSE06,"Deg.1 Completion for Nam Cheong Vent. Building (VB7), except Track level and Above Track level",TT_FinMile,,"General",31-May-2014,31-May-2014,0,31-May-2014,31-May-2014,,0,,,,,,,3,0
820_As-built,8200MSE07,"All Permanent Doors Installed",TT_FinMile,,"General",31-Mar-2015,31-Mar-2015,0,31-Mar-2015,31-Mar-2015,,0,,,,,,,2,0
820_As-built,8200MSE08,"All Work Completed & Statutory Inspection Successfully Undertaken",TT_FinMile,,"General",24-Aug-2015,24-Aug-2015,0,,,,0,,,24-Aug-2015,24-Aug-2015,09-May-2015,09-May-2015,1,0
820_As-built,8200MSE02a,"Complete 90% Diaphragm Wall",TT_FinMile,,"General",19-Jun-2011,19-Jun-2011,0,27-Feb-2011,27-Feb-2011,,-112,,,,,,,1,0
820_As-built,8200MSE01,"Complete 20% of Diaphragm Wall",TT_FinMile,,"General",28-Feb-2011,28-Feb-2011,0,26-Sep-2010,26-Sep-2010,,-155,,,,,,,0,0
820_As-built,8200CCE810,"Prepare & Submit Draft As-built Drawings",TT_Task,,"Completion",12-Jan-2015,07-Feb-2015,26,12-Jan-2015,20-Mar-2015,67,0,41,157.69,,,,,2,2
820_As-built,8200CCE820,"Prepare & Submit As-built Drawings",TT_Task,,"Completion",02-Mar-2015,30-Apr-2015,59,02-Mar-2015,30-Apr-2015,59,0,0,0.00,,,,,2,1
820_As-built,8200CCE830,"Prepare & Submit Draft O&M Manuals",TT_Task,,"Completion",16-Jan-2015,12-Feb-2015,27,16-Jan-2015,20-Mar-2015,63,0,36,133.33,,,,,2,2
820_As-built,8200CCE840,"Prepare & Submit O&M Manuals",TT_Task,,"Completion",02-Mar-2015,30-Apr-2015,59,02-Mar-2015,30-Apr-2015,59,0,0,0.00,,,,,1,1
820_As-built,8200y640,"D-wall Construction 13+20nos. & Pump Test",TT_LOE,,"Zone B",15-Aug-2011,23-May-2012,282,23-Aug-2010,01-Jun-2011,282,-357,0,0.00,,,,,1,2
820_As-built,8200y650,"ELS",TT_LOE,,"Zone B",26-Jun-2011,22-Dec-2011,179,29-Apr-2011,09-Nov-2011,194,-58,15,8.38,,,,,1,1
820_As-built,8200CCE405,"Backfill & Protection for Utilities",TT_Task,,"General",28-Feb-2011,04-May-2011,65,10-Jan-2011,12-Mar-2011,61,-49,-4,-6.15,,,,,2,1
820_As-built,8200CCE303,"Preparation works & Excavation for Utilities Diversion",TT_Task,,"General",12-May-2010,31-Jul-2010,80,30-Aug-2010,15-Nov-2010,77,110,-3,-3.75,,,,,3,2
820_As-built,8200CCE293,"TTM Implementation (Main Road)",TT_Task,,"General",07-Aug-2010,07-Aug-2010,0,08-Nov-2010,08-Nov-2010,,93,,,,,,,2,3
820_As-built,8200CCE285,"Tree Transplant by 801 Designated Contractor",TT_FinMile,,"General",14-Sep-2010,14-Sep-2010,0,14-Sep-2010,14-Sep-2010,,0,,,,,,,0,1
820_As-built,8200CCE290,"TTM Implementation (Footpath Closure)",TT_Task,,"General",12-May-2010,12-May-2010,0,28-Aug-2010,28-Aug-2010,,108,,,,,,,1,5
820_As-built,8200CCE295,"Trial Trench to Expose Utilities @ Footpath",TT_Task,,"General",08-Jan-2011,21-Jan-2011,13,30-Aug-2010,14-Sep-2010,15,-131,2,15.38,,,,,1,1
