Program,Task Code,Task Name,Task Type,Contract,Parent WBS,Current Planned Start,Current Planned Completed,Current Planned Duration (Days),Actual Start,Actual Completed,Actual Duration (Days),Delay (Days),Overrun (Days),Overrun (%),Current Early Start,Current Early End,Current Late Start,Current Late End,Predecessors,Successors
826_As-built,8260IFGS90,"S624 Excavate 92m (SZ) (c.rock/total 1864m)",TT_Task,,"Interface Contractor Programme - GSG",30-Jan-2014,11-Feb-2014,12,02-Mar-2014,13-Mar-2014,11,31,-1,-8.33,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,2,1
826_As-built,8260IFGS92,"Complete TBM Excavation Up Track (SZ)",TT_FinMile,,"Interface Contractor Programme - GSG",01-Mar-2014,01-Mar-2014,0,13-Mar-2014,13-Mar-2014,,12,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS002,"Drill & Blast Tunnel (to HK)",TT_Task,,"Interface Contractor Programme - GSG",01-Dec-2010,27-Sep-2011,300,01-Dec-2010,31-Mar-2012,486,0,186,62.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,13,1
826_As-built,8260IFGS001,"Complete Huanggang Park shaft construction",TT_FinMile,,"Interface Contractor Programme - GSG",26-Mar-2012,26-Mar-2012,0,26-Mar-2012,26-Mar-2012,,0,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS04,"S623 Excavate 242m (SZ) (s.rock)",TT_Task,,"Interface Contractor Programme - GSG",03-Jul-2012,06-Oct-2012,95,03-Jul-2012,06-Oct-2012,95,0,0,0.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,5,1
826_As-built,8260IFGS06,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",07-Oct-2012,10-Oct-2012,3,07-Oct-2012,09-Oct-2012,2,0,-1,-33.33,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS08,"S623 Excavate 242m (SZ) (m.rock/total 484m)",TT_Task,,"Interface Contractor Programme - GSG",10-Oct-2012,19-Nov-2012,40,10-Oct-2012,16-Dec-2012,67,0,27,67.50,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS10,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",18-Nov-2012,22-Nov-2012,4,17-Dec-2012,19-Dec-2012,2,29,-2,-50.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS12,"S623 Excavate 220m (SZ) (s.rock/total 704m)",TT_Task,,"Interface Contractor Programme - GSG",22-Nov-2012,29-Dec-2012,37,20-Dec-2012,20-Feb-2013,62,28,25,67.57,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS16,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",08-Jan-2013,12-Jan-2013,4,20-Feb-2013,20-Feb-2013,,43,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS18,"S623 Excavate 150m (SZ) (m.rock/total 854m)",TT_Task,,"Interface Contractor Programme - GSG",12-Jan-2013,06-Feb-2013,25,21-Feb-2013,05-Apr-2013,43,40,18,72.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS20,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",20-Feb-2013,23-Feb-2013,3,05-Apr-2013,05-Apr-2013,,44,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS22,"S623 Excavate 50m (SZ) (s.rock/total 904m)",TT_Task,,"Interface Contractor Programme - GSG",28-Feb-2013,08-Mar-2013,8,06-Apr-2013,21-Apr-2013,15,37,7,87.50,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS24,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",21-Apr-2013,22-Apr-2013,1,21-Apr-2013,21-Apr-2013,,0,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS26,"S623 Excavate 100m (SZ) (rock/total 1004m)",TT_Task,,"Interface Contractor Programme - GSG",22-Apr-2013,09-May-2013,17,22-Apr-2013,14-May-2013,22,0,5,29.41,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS28,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",08-Jun-2013,10-Jun-2013,2,14-May-2013,14-May-2013,,-25,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS30,"S623 Excavate 470m (SZ) (rock/total 1474m)",TT_Task,,"Interface Contractor Programme - GSG",15-May-2013,01-Aug-2013,78,15-May-2013,12-Sep-2013,120,0,42,53.85,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS32,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",13-Sep-2013,15-Sep-2013,2,13-Sep-2013,14-Sep-2013,1,0,-1,-50.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS34,"S623 Excavate 242m (SZ) (m.rock/total 1716m)",TT_Task,,"Interface Contractor Programme - GSG",15-Aug-2013,25-Sep-2013,41,15-Sep-2013,05-Nov-2013,51,31,10,24.39,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS36,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",31-Oct-2013,19-Nov-2013,19,06-Nov-2013,06-Nov-2013,,6,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS38,"S623 Excavate 56m (SZ) (c.rock/total 1772m)",TT_Task,,"Interface Contractor Programme - GSG",31-Oct-2013,10-Nov-2013,10,06-Nov-2013,14-Nov-2013,8,6,-2,-20.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS40,"S623 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",31-Oct-2013,14-Nov-2013,14,15-Nov-2013,15-Nov-2013,,15,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS42,"S623 Excavate 84m (SZ) (c.rock/total 1856m)",TT_Task,,"Interface Contractor Programme - GSG",31-Oct-2013,02-Nov-2013,2,16-Oct-2013,27-Nov-2013,42,-15,40,2000.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS44,"Complete TBM Excavation Down Track (SZ)",TT_FinMile,,"Interface Contractor Programme - GSG",31-Oct-2013,31-Oct-2013,0,27-Nov-2013,27-Nov-2013,,27,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS50,"S624 Excavate 100m (SZ) (s.rock)",TT_Task,,"Interface Contractor Programme - GSG",05-Nov-2012,30-Nov-2012,25,05-Nov-2012,18-Dec-2012,43,0,18,72.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS52,"S624 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",10-Dec-2012,13-Dec-2012,3,18-Dec-2012,18-Dec-2012,,8,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS54,"S624 Excavate 142m (SZ) (s.rock/total 242m)",TT_Task,,"Interface Contractor Programme - GSG",13-Dec-2012,06-Jan-2013,24,19-Dec-2012,11-Jan-2013,23,6,-1,-4.17,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS56,"S624 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",05-Jan-2013,08-Jan-2013,3,11-Jan-2013,11-Jan-2013,,6,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS58,"S624 Excavate 242m (SZ) (m.rock/total 484m)",TT_Task,,"Interface Contractor Programme - GSG",08-Jan-2013,17-Feb-2013,40,12-Jan-2013,01-Mar-2013,48,4,8,20.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS60,"S624 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",15-Feb-2013,19-Feb-2013,4,01-Mar-2013,01-Mar-2013,,14,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS62,"S624 Excavate 220m (SZ) (s.rock/total 704m)",TT_Task,,"Interface Contractor Programme - GSG",19-Feb-2013,28-Mar-2013,37,02-Mar-2013,05-May-2013,64,11,27,72.97,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS64,"S624 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",28-Jun-2013,01-Jul-2013,3,06-May-2013,06-May-2013,,-53,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS66,"S624 Excavate 150m (SZ) (m.rock/total 854m)",TT_Task,,"Interface Contractor Programme - GSG",02-Jul-2013,22-Jul-2013,20,07-May-2013,20-Jul-2013,74,-56,54,270.00,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS68,"S624 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",24-Jul-2013,27-Jul-2013,3,21-Jul-2013,23-Jul-2013,2,-3,-1,-33.33,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS70,"S624 Excavate 50m (SZ) (s.rock/total 904m)",TT_Task,,"Interface Contractor Programme - GSG",24-Jul-2013,01-Aug-2013,8,24-Jul-2013,04-Aug-2013,11,0,3,37.50,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS72,"S624 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",05-Aug-2013,06-Aug-2013,1,05-Aug-2013,05-Aug-2013,,0,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS74,"S624 Excavate 100m (SZ) (s/m.rock/total 1004m)",TT_Task,,"Interface Contractor Programme - GSG",06-Aug-2013,23-Aug-2013,17,06-Aug-2013,25-Aug-2013,19,0,2,11.76,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,2
826_As-built,8260IFGS76,"S624 Conduct General Maintenance",TT_Task,,"Interface Contractor Programme - GSG",26-Aug-2013,13-Sep-2013,18,26-Aug-2013,12-Sep-2013,17,0,-1,-5.56,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IFGS78,"S624 Excavate 470m (SZ) (s/m.rock/total 1474m)",TT_Task,,"Interface Contractor Programme - GSG",13-Sep-2013,01-Dec-2013,79,13-Sep-2013,17-Jan-2014,126,0,47,59.49,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260AC0010,"Works Area 1.3 (14/2013, 8 Apr 13)",TT_Mile,,"Access Dates",05-Nov-2015,05-Nov-2015,0,10-Jul-2015,10-Jul-2015,,-118,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,1
826_As-built,8260AC0020,"Works Area 1.4A  (825 Proposed to 01Feb13)",TT_Mile,,"Access Dates",05-Nov-2015,05-Nov-2015,0,10-Jul-2015,10-Jul-2015,,-118,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,1
826_As-built,8260AC0030,"Works Area 1.4B first time (36/2010, 13 Sep 10)",TT_Mile,,"Access Dates",20-Sep-2010,20-Sep-2010,0,20-Sep-2010,20-Sep-2010,,0,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,2
826_As-built,8260AC0040,"Works Area 1.4B second time (14/2013, 8 Apr 13)",TT_Mile,,"Access Dates",05-Nov-2015,05-Nov-2015,0,10-Jul-2015,10-Jul-2015,,-118,,,01-Dec-2016,01-Dec-2016,31-Dec-2016,31-Dec-2016,1,1
826_As-built,8260AC0050,"Works Area 1.5 (14/2013, 8 Apr 13)",TT_Mile,,"Access Dates",05-Nov-2015,05-Nov-2015,0,10-Jul-2015,10-Jul-2015,,-118,,,01-Dec-2016,01-Dec-2016,31-Dec-2016,31-Dec-2016,1,1
826_As-built,8260AC0060,"Works Area 1.6 (14/2013, 8 Apr 13)",TT_Mile,,"Access Dates",05-Nov-2015,05-Nov-2015,0,10-Jul-2015,10-Jul-2015,,-118,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,1
826_As-built,8260AC0070,"Works Area 1.16 (825 Proposed to 01Feb13)",TT_Mile,,"Access Dates",05-Nov-2015,05-Nov-2015,0,10-Jul-2015,10-Jul-2015,,-118,,,01-Dec-2016,01-Dec-2016,31-Mar-2017,31-Mar-2017,1,1
826_As-built,8260AC0080,"Works Area 1.17 (825 Proposed to 01Feb13)",TT_Mile,,"Access Dates",05-Nov-2015,05-Nov-2015,0,10-Jul-2015,10-Jul-2015,,-118,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,1
826_As-built,8260AC0090,"Works Area 1.19 (47/2010, 29 Nov 10)",TT_Mile,,"Access Dates",29-Nov-2010,29-Nov-2010,0,29-Nov-2010,29-Nov-2010,,0,,,01-Dec-2016,01-Dec-2016,01-Jan-2017,01-Jan-2017,1,1
826_As-built,8260AC0100,"Works Area 1.21  (825 Proposed to 01Feb13)",TT_Mile,,"Access Dates",05-Nov-2015,05-Nov-2015,0,10-Jul-2015,10-Jul-2015,,-118,,,01-Dec-2016,01-Dec-2016,31-Mar-2017,31-Mar-2017,1,1
826_As-built,8260HO0010,"Works Area 1.3 (19/2014, 11 May 14)",TT_FinMile,,"Return Dates",01-Dec-2016,01-Dec-2016,0,05-Feb-2016,05-Feb-2016,,-300,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,2,1
826_As-built,8260HO0020,"Works Area 1.4A (19/2015, 10 May 15)",TT_FinMile,,"Return Dates",01-Dec-2016,01-Dec-2016,0,07-Jul-2016,07-Jul-2016,,-147,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,2,1
826_As-built,8260HO0030,"Works Area 1.4B first time (01/2011, 9 Jan 11)",TT_FinMile,,"Return Dates",17-Dec-2010,17-Dec-2010,0,16-Dec-2010,16-Dec-2010,,-1,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,1
826_As-built,8260HO0040,"Works Area 1.4B second time (19/2014, 11 May 14)",TT_FinMile,,"Return Dates",01-Dec-2016,01-Dec-2016,0,07-Jul-2016,07-Jul-2016,,-147,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,1
826_As-built,8260HO0050,"Works Area 1.5 (19/2014, 11 May 14)",TT_FinMile,,"Return Dates",01-Dec-2016,01-Dec-2016,0,05-Feb-2016,05-Feb-2016,,-300,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,0
826_As-built,8260HO0060,"Works Area 1.6 (19/2014, 11 May 14)",TT_FinMile,,"Return Dates",01-Dec-2016,01-Dec-2016,0,07-Jul-2016,07-Jul-2016,,-147,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,2,1
826_As-built,8260HO0070,"Works Area 1.16 (36/2013, 8 Sep 13)",TT_FinMile,,"Return Dates",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,31-Mar-2017,31-Mar-2017,2,1
826_As-built,8260HO0080,"Works Area 1.17 (50/2013, 15 Dec 13)",TT_FinMile,,"Return Dates",01-Dec-2016,01-Dec-2016,0,07-Jul-2016,07-Jul-2016,,-147,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,2,1
826_As-built,8260HO0090,"Works Area 1.19 (10 May 16)",TT_FinMile,,"Return Dates",28-Feb-2017,28-Feb-2017,0,,,,0,,,28-Feb-2017,28-Feb-2017,31-Mar-2017,31-Mar-2017,3,1
826_As-built,8260HO0100,"Works Area 1.21 (19/2015, 10 May 15)",TT_FinMile,,"Return Dates",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,31-Mar-2017,31-Mar-2017,3,1
826_As-built,8260IF825002,"Handover of Works Area 1.4B to 826 - first time",TT_FinMile,,"Interface Contractor Programme - 825",21-Sep-2010,21-Sep-2010,0,20-Sep-2010,20-Sep-2010,,-1,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IF825003,"Handover of Works Area 1.4B to 826 - second time",TT_FinMile,,"Interface Contractor Programme - 825",01-Aug-2014,01-Aug-2014,0,24-Apr-2014,24-Apr-2014,,-99,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IF825004,"Cut & cover tunnel Bay 1 tunnel construction",TT_Task,,"Interface Contractor Programme - 825",31-Dec-2013,20-Mar-2014,79,02-May-2012,02-Jul-2013,426,-608,347,439.24,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IF825005,"Cut & cover tunnel Bay 2 tunnel construction",TT_Task,,"Interface Contractor Programme - 825",30-Nov-2013,17-Feb-2014,79,28-Jun-2012,02-Jun-2014,704,-520,625,791.14,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IF825006,"826 to complete all works at interface and allow 825 access",TT_FinMile,,"Interface Contractor Programme - 825",07-Apr-2016,07-Apr-2016,0,31-Mar-2016,31-Mar-2016,,-7,,,01-Dec-2016,01-Dec-2016,31-Dec-2016,31-Dec-2016,1,1
826_As-built,8260IF825007,"825 complete stitch joint to 826 tunnel",TT_Task,,"Interface Contractor Programme - 825",01-May-2016,25-Jun-2016,55,14-Apr-2016,29-Apr-2016,15,-17,-40,-72.73,01-Dec-2016,01-Dec-2016,31-Dec-2016,31-Dec-2016,2,3
826_As-built,8260IF825008,"Return of Works Area 1.5 to 825 (19/2014, 11 May 14)",TT_FinMile,,"Interface Contractor Programme - 825",01-Dec-2016,01-Dec-2016,0,05-Feb-2016,05-Feb-2016,,-300,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,1
826_As-built,8260IF825001,"TBM shaft for Contract 826 within Works Area 1.5",TT_FinMile,,"Interface Contractor Programme - 825",09-Jun-2015,09-Jun-2015,0,30-May-2014,30-May-2014,,-375,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260IF830001,"Allow concrete pumping access for Contract 830 within Works Area 1.5",TT_Task,,"Interface Contractor Programme - 830",01-Dec-2016,01-Mar-2017,90,,,,0,,,01-Dec-2016,01-Mar-2017,31-Dec-2016,31-Mar-2017,3,1
826_As-built,8260IFDC0050,"827, X-passage Doors - Door Frame Installation",TT_Mile,,"Access Dates for Designated Contractors",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,2,0
826_As-built,8260IFDC0060,"827, X-passage Doors - Doors Installation",TT_Mile,,"Access Dates for Designated Contractors",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,2,0
826_As-built,8260IFDC0070,"830, Trackwork and OHL - Up-track",TT_Mile,,"Access Dates for Designated Contractors",01-May-2016,01-May-2016,0,16-Apr-2016,16-Apr-2016,,-15,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,2
826_As-built,8260IFDC0080,"841A, Signalling System, Trackside Eqpt - Both tunnels",TT_Mile,,"Access Dates for Designated Contractors",01-Jun-2016,01-Jun-2016,0,15-Apr-2016,15-Apr-2016,,-47,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,0
826_As-built,8260IFDC0090,"846, Trackside Aux - Both tunnels for installation",TT_Mile,,"Access Dates for Designated Contractors",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,0
826_As-built,8260IFDC0100,"849, Radio Comms - Both tunnels for installation",TT_Mile,,"Access Dates for Designated Contractors",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,0
826_As-built,8260IFDC0110,"851, Fixed Comms - Both tunnels for installation",TT_Mile,,"Access Dates for Designated Contractors",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,0
826_As-built,8260IFDC0120,"8203, Constrn Stage Mobile Phone Network - Both tunnels",TT_Mile,,"Access Dates for Designated Contractors",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,0
826_As-built,8260IFDC0105,"850, Passenger Mobile Communications Systems - Both tunnels",TT_Mile,,"Access Dates for Designated Contractors",01-Dec-2016,01-Dec-2016,0,,,,0,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,1,0
826_As-built,8260IFDC0075,"830, Trackwork and OHL - Down-track",TT_Mile,,"Access Dates for Designated Contractors",01-Jun-2016,01-Jun-2016,0,29-Apr-2016,29-Apr-2016,,-33,,,01-Dec-2016,01-Dec-2016,01-Apr-2017,01-Apr-2017,0,0
826_As-built,8260PD0010,"GSG Contractor to hand over S623 to Cont' 826 at HK Boundary",TT_Mile,,"Other Programme Data",01-Dec-2013,01-Dec-2013,0,27-Nov-2013,27-Nov-2013,,-4,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260PD0020,"GSG Contractor to hand over S624 to Cont' 826 at HK Boundary",TT_Mile,,"Other Programme Data",09-May-2013,09-May-2013,0,12-Mar-2014,12-Mar-2014,,307,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260PD0030,"Notification to Contract 846 for cable bracket installation",TT_Mile,,"Other Programme Data",22-Nov-2015,22-Nov-2015,0,12-Mar-2015,12-Mar-2015,,-255,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260PD0040,"Provision of TBM Retrieval Shaft at MPV",TT_FinMile,,"Other Programme Data",01-Oct-2014,01-Oct-2014,0,30-May-2014,30-May-2014,,-124,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,1,1
826_As-built,8260PD0050,"OHL Power On, by Designated Contractor 830",TT_Mile,,"Other Programme Data",01-Apr-2017,01-Apr-2017,0,,,,0,,,01-Apr-2017,01-Apr-2017,01-Apr-2017,01-Apr-2017,2,0
826_As-built,8260KD0010,"Contract Award (LoA)",TT_Mile,,"Tender Actions",10-Mar-2010,10-Mar-2010,0,10-Mar-2010,10-Mar-2010,,0,,,01-Dec-2016,01-Dec-2016,01-Dec-2016,01-Dec-2016,0,67
826_As-built,8260MSA0020,"A2 (51/2010, 26 Dec 10) - Approval of TBM Tunnelling method Statement",TT_FinMile,,"Cost Centre A",05-Jan-2011,05-Jan-2011,0,04-Jan-2011,04-Jan-2011,,-1,,,01-Dec-2016,01-Dec-2016,17-Mar-2017,17-Mar-2017,2,1
826_As-built,8260MSA0030,"A3 (08/2011, 27 Feb 11) - Implementation of Specified Plans and Programming",TT_FinMile,,"Cost Centre A",28-Feb-2011,28-Feb-2011,0,27-Feb-2011,27-Feb-2011,,-1,,,01-Dec-2016,01-Dec-2016,17-Mar-2017,17-Mar-2017,2,1
